Date,Close
,QQQ
2024-01-02,398.70526123046875
2024-01-03,394.4863586425781
2024-01-04,392.4561462402344
2024-01-05,392.9216003417969
2024-01-08,401.0424499511719
2024-01-09,401.8347473144531
2024-01-10,404.5582580566406
2024-01-11,405.4000244140625
2024-01-12,405.60797119140625
2024-01-16,405.5683288574219
2024-01-17,403.2806396484375
2024-01-18,409.0048828125
2024-01-19,417.1158447265625
2024-01-22,417.6605529785156
2024-01-23,419.3936462402344
2024-01-24,421.7209777832031
2024-01-25,422.2359619140625
2024-01-26,419.720458984375
2024-01-29,424.01861572265625
2024-01-30,421.1961364746094
2024-01-31,412.94647216796875
2024-02-01,417.80914306640625
2024-02-02,424.87030029296875
2024-02-05,424.315673828125
2024-02-06,423.4640197753906
2024-02-07,427.8215026855469
2024-02-08,428.6138610839844
2024-02-09,432.83270263671875
2024-02-12,431.1391906738281
2024-02-13,424.4147644042969
2024-02-14,429.0396728515625
2024-02-15,430.3172302246094
2024-02-16,426.415283203125
2024-02-20,423.19659423828125
2024-02-21,421.50311279296875
2024-02-22,433.84283447265625
2024-02-23,432.5653381347656
2024-02-26,432.3375244140625
2024-02-27,433.3774108886719
2024-02-28,431.06988525390625
2024-02-29,434.7638854980469
2024-03-01,441.31011962890625
2024-03-04,439.7354736328125
2024-03-05,431.8423156738281
2024-03-06,434.5559387207031
2024-03-07,441.15167236328125
2024-03-08,434.7837219238281
2024-03-11,433.16943359375
2024-03-12,439.37890625
2024-03-13,436.0018310546875
2024-03-14,434.9025573730469
2024-03-15,429.7329406738281
2024-03-18,433.83148193359375
2024-03-19,434.9123840332031
2024-03-20,440.06903076171875
2024-03-21,442.1514892578125
2024-03-22,442.6572265625
2024-03-25,441.0507507324219
2024-03-26,439.62274169921875
2024-03-27,441.1201477050781
2024-03-28,440.3070068359375
2024-04-01,441.23919677734375
2024-04-02,437.43115234375
2024-04-03,438.4129333496094
2024-04-04,431.70928955078125
2024-04-05,436.7965087890625
2024-04-08,436.9254455566406
2024-04-09,438.5418701171875
2024-04-10,434.7140197753906
2024-04-11,441.6556701660156
2024-04-12,434.6148376464844
2024-04-15,427.46502685546875
2024-04-16,427.50469970703125
2024-04-17,422.2884826660156
2024-04-18,419.8787841796875
2024-04-19,411.19183349609375
2024-04-22,415.32708740234375
2024-04-23,421.52496337890625
2024-04-24,422.95294189453125
2024-04-25,420.91015625
2024-04-26,427.4054870605469
2024-04-29,429.140869140625
2024-04-30,421.0489196777344
2024-05-01,418.0045471191406
2024-05-02,423.33966064453125
2024-05-03,431.84814453125
2024-05-06,436.578369140625
2024-05-07,436.6477966308594
2024-05-08,436.3899230957031
2024-05-09,437.3419189453125
2024-05-10,438.3732604980469
2024-05-13,439.384765625
2024-05-14,442.21099853515625
2024-05-15,449.12286376953125
2024-05-16,448.2105407714844
2024-05-17,447.9923400878906
2024-05-20,451.1160888671875
2024-05-21,451.9986572265625
2024-05-22,451.909423828125
2024-05-23,449.8765563964844
2024-05-24,454.13079833984375
2024-05-28,455.8463134765625
2024-05-29,452.6333312988281
2024-05-30,447.7840881347656
2024-05-31,446.95111083984375
2024-06-03,449.3509521484375
2024-06-04,450.58062744140625
2024-06-05,459.6641845703125
2024-06-06,459.5055847167969
2024-06-07,459.09893798828125
2024-06-10,460.953369140625
2024-06-11,464.11676025390625
2024-06-12,470.1956787109375
2024-06-13,472.7442321777344
2024-06-14,475.193603515625
2024-06-17,481.0146484375
2024-06-18,481.1634216308594
2024-06-20,477.4546203613281
2024-06-21,476.17535400390625
2024-06-24,470.7542419433594
2024-06-25,476.13763427734375
2024-06-26,477.12091064453125
2024-06-27,478.3525085449219
2024-06-28,475.8694152832031
2024-07-01,478.66046142578125
2024-07-02,483.68621826171875
2024-07-03,487.71875
2024-07-05,492.80413818359375
2024-07-08,493.9761047363281
2024-07-09,494.4031982421875
2024-07-10,499.55810546875
2024-07-11,488.6026916503906
2024-07-12,491.4731750488281
2024-07-15,492.7941589355469
2024-07-16,492.9828796386719
2024-07-17,478.5114440917969
2024-07-18,476.2468566894531
2024-07-19,472.0256042480469
2024-07-22,479.0577087402344
2024-07-23,477.3692321777344
2024-07-24,460.2458190917969
2024-07-25,455.1703796386719
2024-07-26,459.8385925292969
2024-07-29,460.7623291015625
2024-07-30,454.43536376953125
2024-07-31,467.8837890625
2024-08-01,456.5509948730469
2024-08-02,445.7147521972656
2024-08-05,432.4252624511719
2024-08-06,436.5571594238281
2024-08-07,431.8293151855469
2024-08-08,445.03936767578125
2024-08-09,447.3635559082031
2024-08-12,448.3269958496094
2024-08-13,459.45123291015625
2024-08-14,459.6002197265625
2024-08-15,471.211181640625
2024-08-16,471.8170471191406
2024-08-19,478.0147705078125
2024-08-20,477.01171875
2024-08-21,479.23651123046875
2024-08-22,471.6382751464844
2024-08-23,476.7533874511719
2024-08-26,472.12493896484375
2024-08-27,473.5353698730469
2024-08-28,468.16192626953125
2024-08-29,467.4765930175781
2024-08-30,473.048583984375
2024-09-03,458.6864318847656
2024-09-04,457.4945068359375
2024-09-05,457.92169189453125
2024-09-06,445.65521240234375
2024-09-09,451.38616943359375
2024-09-10,455.55780029296875
2024-09-11,465.4504089355469
2024-09-12,470.0192565917969
2024-09-13,472.12493896484375
2024-09-16,470.03912353515625
2024-09-17,470.2874755859375
2024-09-18,468.2513122558594
2024-09-19,480.0906677246094
2024-09-20,479.1769104003906
2024-09-23,480.4470520019531
2024-09-24,482.7645263671875
2024-09-25,483.2121276855469
2024-09-26,486.842529296875
2024-09-27,484.13714599609375
2024-09-30,485.4500732421875
2024-10-01,478.6865234375
2024-10-02,479.3629150390625
2024-10-03,479.0048522949219
2024-10-04,484.7040710449219
2024-10-07,479.51214599609375
2024-10-08,486.6734619140625
2024-10-09,490.5027770996094
2024-10-10,489.9457702636719
2024-10-11,490.7116394042969
2024-10-14,494.82940673828125
2024-10-15,488.2151184082031
2024-10-16,488.2748107910156
2024-10-17,488.61297607421875
2024-10-18,491.815673828125
2024-10-21,492.7606201171875
2024-10-22,493.2976989746094
2024-10-23,485.73846435546875
2024-10-24,489.6772155761719
2024-10-25,492.6611328125
2024-10-28,492.7406921386719
2024-10-29,497.47515869140625
2024-10-30,493.7154235839844
2024-10-31,481.2527160644531
2024-11-01,484.8134765625
2024-11-04,483.401123046875
2024-11-05,489.5678405761719
2024-11-06,502.86602783203125
2024-11-07,510.78326416015625
2024-11-08,511.380126953125
2024-11-11,511.0817565917969
2024-11-12,510.1567077636719
2024-11-13,509.500244140625
2024-11-14,505.95941162109375
2024-11-15,493.9044189453125
2024-11-18,497.3359375
2024-11-19,500.7574462890625
2024-11-20,500.4690246582031
2024-11-21,502.2693176269531
2024-11-22,503.074951171875
2024-11-25,503.8706359863281
2024-11-26,506.5760498046875
2024-11-27,502.5875549316406
2024-11-29,507.0036926269531
2024-12-02,512.52392578125
2024-12-03,514.0953979492188
2024-12-04,520.451171875
2024-12-05,519.0089111328125
2024-12-06,523.6538696289062
2024-12-09,519.5758666992188
2024-12-10,517.805419921875
2024-12-11,527.075439453125
2024-12-12,523.6737670898438
2024-12-13,527.68212890625
2024-12-16,535.2811279296875
2024-12-17,532.923828125
2024-12-18,513.6975708007812
2024-12-19,511.4099426269531
2024-12-20,515.8758544921875
2024-12-23,520.90185546875
2024-12-24,527.9652099609375
2024-12-26,527.6065673828125
2024-12-27,520.593017578125
2024-12-30,513.669189453125
2024-12-31,509.3056945800781
2025-01-02,508.3094482421875
2025-01-03,516.6279907226562
2025-01-06,522.5655517578125
2025-01-07,513.2407836914062
2025-01-08,513.3304443359375
2025-01-10,505.2809143066406
2025-01-13,503.656982421875
2025-01-14,503.1788330078125
2025-01-15,514.7550659179688
2025-01-16,511.14874267578125
2025-01-17,519.776123046875
2025-01-21,522.8246459960938
2025-01-22,529.5093383789062
2025-01-23,530.6350708007812
2025-01-24,527.6364135742188
2025-01-27,512.2744750976562
2025-01-28,519.8458251953125
2025-01-29,518.8695678710938
2025-01-30,521.0811767578125
2025-01-31,520.3240356445312
2025-02-03,516.1597290039062
2025-02-04,522.495849609375
2025-02-05,524.8668823242188
2025-02-06,527.6065673828125
2025-02-07,520.95166015625
2025-02-10,527.2578125
2025-02-11,526.0025634765625
2025-02-12,526.3113403320312
2025-02-13,533.8828735351562
2025-02-14,536.1243896484375
2025-02-18,537.3397216796875
2025-02-19,537.4891967773438
2025-02-20,535.2077026367188
2025-02-21,524.0997314453125
2025-02-24,517.9131469726562
2025-02-25,511.3878479003906
2025-02-26,512.6231689453125
2025-02-27,498.3869323730469
2025-02-28,506.2572326660156
2025-03-03,495.17901611328125
2025-03-04,493.6846923828125
2025-03-05,500.1203918457031
2025-03-06,486.36236572265625
2025-03-07,489.9388732910156
2025-03-10,470.9505920410156
2025-03-11,469.8248596191406
2025-03-12,475.1248474121094
2025-03-13,466.5771179199219
2025-03-14,477.8545227050781
2025-03-17,480.9527893066406
2025-03-18,472.7537841796875
2025-03-19,479.07989501953125
2025-03-20,477.4560241699219
2025-03-21,479.0300598144531
2025-03-24,489.54205322265625
2025-03-25,492.3356628417969
2025-03-26,483.2763671875
2025-03-27,480.52264404296875
2025-03-28,467.8715515136719
2025-03-31,467.85162353515625
2025-04-01,471.62298583984375
2025-04-02,475.06512451171875
2025-04-03,449.6332092285156
2025-04-04,421.70697021484375
2025-04-07,422.7246398925781
2025-04-08,415.1120300292969
2025-04-09,464.938232421875
2025-04-10,445.16339111328125
2025-04-11,453.3646545410156
2025-04-14,456.4376525878906
2025-04-15,456.94647216796875
2025-04-16,443.1679382324219
2025-04-17,443.088134765625
2025-04-21,432.1231689453125
2025-04-22,443.46728515625
2025-04-23,453.5242919921875
2025-04-24,466.28515625
2025-04-25,471.4833068847656
2025-04-28,471.3336181640625
2025-04-29,474.446533203125
2025-04-30,474.38665771484375
2025-05-01,480.58251953125
2025-05-02,487.7162170410156
2025-05-05,484.82281494140625
2025-05-06,480.3131103515625
2025-05-07,482.1988220214844
2025-05-08,487.1774597167969
2025-05-09,486.8581848144531
2025-05-12,506.6929016113281
2025-05-13,514.415283203125
2025-05-14,517.4982299804688
2025-05-15,518.06689453125
2025-05-16,520.32177734375
2025-05-19,520.8206787109375
2025-05-20,519.0845947265625
2025-05-21,511.8710021972656
2025-05-22,512.828857421875
2025-05-23,508.0796813964844
2025-05-27,520.0324096679688
2025-05-28,517.7276000976562
2025-05-29,518.745361328125
2025-05-30,517.92724609375
2025-06-02,522.0178833007812
2025-06-03,526.0985107421875
2025-06-04,527.5652465820312
2025-06-05,523.59423828125
2025-06-06,528.7125854492188
2025-06-09,529.4908447265625
2025-06-10,532.9928588867188
2025-06-11,531.1968994140625
2025-06-12,532.4440307617188
2025-06-13,525.7593994140625
